time,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18
2002-10-17,-11.84680442656409,-9.053796081999945,-5.546672161361316,-6.478382624429379,-12.064882352232436,-8.49749836191004,-6.3090779492854985,-8.426155997158517,-2.6964757763303773,-5.547635192507323,-3.996545054678222,-4.028242513993028,-3.2398819061584296,-9.154175793506548,-5.384623338184287,-8.159550047164778,-13.486809467332675,-7.233124563605786
2002-11-16,-7.139971948389738,-6.4954930363807994,-3.734876338401802,-6.74950347035805,-5.840406178175664,-4.978642372019235,-3.633335335735782,-3.7360011572439307,-0.9526787255838266,-4.074969881842669,0.24809554932130526,0.8202337410102726,-0.20571728158543146,-6.997896693185139,-4.1703902170729705,-6.104281632892896,-10.083413933180319,-4.037969893897277
2002-12-17,-0.5059900361907562,-1.1710882524446506,1.8384178896758672,-5.901157292656992,-1.7751992607304863,1.9588597894464086,-2.403789728279781,5.494185471748588,-0.5273563179968532,-3.4819910215790433,4.033530711478576,6.51473601209907,0.8499570412138395,-3.9263409382177787,-1.6251357294754172,-3.7063453771256776,-6.103153737845237,0.690045775770215
2003-01-17,4.281632214647385,3.4814773279574003,5.282126852483675,-6.362637837288492,1.0455167076842198,4.950883238125798,-2.581722103725117,8.91828666573186,-0.8087269337722996,-4.625011742270125,3.338976146435839,4.901581339986071,-1.6357605248090792,-3.4866824425898493,-4.0278583612579375,0.3717263064162488,1.3373635538363466,6.187654096099077
2003-02-15,6.7640440993425095,5.681546852412614,6.390472623385325,-4.72521214078712,5.486901822527754,9.130061907913245,-0.21136094095317984,11.943814742287627,1.6427885654724226,-0.7256117268184872,5.63425090917786,7.110382024404791,0.34861273406821713,0.6547363232042012,0.6464487488314892,4.217113728208963,8.14338466535722,11.233195382883165
2003-03-17,10.055159527295952,8.519097183758344,10.963112289867192,-3.7204345382195965,6.098037943001901,12.418274981103668,-0.11854014410760877,14.471306586834505,2.5946729271111497,2.4668931353500896,7.777830672394272,9.294375622459702,1.4622649145452766,3.725117429512914,1.8310929572019596,3.756015824436486,9.4756983313138,10.82138618887091
2003-04-16,6.895852884555642,5.149587294027585,10.238561836040864,-4.779469400351556,3.6442856991848664,11.231198155434262,2.2359693736370665,11.099748230414187,4.244245557015409,4.426541800534463,6.716735464814747,5.512811933715852,-1.3919863407938227,3.2153257472655827,0.6417164289227386,3.0228165536620986,10.908302463631019,9.60671420840442
2003-05-12,0.6769819018354364,2.0577205864956905,8.629352874962347,-0.8060044987674603,7.605409272217857,14.165474168221522,4.892707295676732,8.99534441437684,3.5117014406417395,6.024706634853322,5.626479651562156,1.7985645841244935,-3.514779928789791,2.6716103745977406,-1.0224488758597776,3.586318082105779,8.348964034689807,9.093899019098352
2003-07-17,-4.45763278621515,2.895504678308695,7.372547148114407,-5.302720087724818,-2.1230359015024787,5.349993180034374,-0.8304151646477302,1.649867384732785,-0.4402519247685465,-2.2055257841608324,-1.5712784431931055,-1.4544041167792408,-4.64633892776677,-7.069065062041012,-5.21242227076589,-5.072934750727226,-6.608240080900895,-1.5722767344352204
2003-08-17,-4.401065233513857,-0.47014143251906504,6.09066455944761,-7.729279338662743,-4.712228228934285,2.1158571332804867,-9.220715629777063,-4.068233338071687,-5.769155952153922,-7.638678017765523,-6.780955501918994,-7.216816918223604,-6.085244197654904,-10.254774752439712,-5.878086751662586,-7.76678872683856,-12.945516549065077,-5.527238388823092
2003-09-16,-7.467307269974644,-0.9456713153853208,3.061783552165713,-11.409200352053663,-5.08561488491027,-1.8681293365390714,-10.297707952932635,-5.288428996503611,-9.371648880467804,-9.08002946582496,-5.482224525323182,-5.393337513104091,-4.403877507757468,-10.5414250337854,-6.040280366484277,-8.158480448801422,-14.587548816010147,-6.047643032044729
