,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18
2002-10-16 12:00:00,-15.69678430039115,-9.67031201737406,-5.30510153187906,-4.271363258536727,-11.092869852196667,-11.522456142942612,-3.8083508487367546,-6.1655545029646825,-0.3108252331012013,-3.169417038234771,-4.199411360022737,-1.6804615482036025,-1.6413070879047789,-6.840482965741719,-4.693705475407065,-9.951868230232032,-16.22956959074294,-11.428389971137726
2002-11-16 00:00:00,-12.536996143670091,-6.188891294682764,-0.9964824116605888,-3.3362156509250807,-4.539516421681473,-0.7409883211194942,-4.445347705164421,-0.6348880838838117,-2.1557392693739525,-2.4385188698388363,-0.7202648974016873,2.395291918546433,-1.010797914190015,-5.820222467049264,-3.7654716016378256,-7.073721524935322,-12.219402562796798,-6.916283644971403
2002-12-16 12:00:00,-4.218299430527967,-2.442548056096318,2.5462788099634457,-3.093842512268041,-1.7341128384086653,3.6635887945622927,-3.351539817566589,7.05707563523209,-0.8905868410500957,-1.8520950386612585,3.0880842069494703,5.867941765518228,-0.6282538908356179,-4.470832242578921,-1.6828307783418917,-3.475475383424122,-8.545272979679707,-2.009946281783711
2003-01-16 12:00:00,-0.5535154418865914,-0.8714962667990579,4.211587726037212,-3.157385991900865,-1.0043151873422145,4.939130249714781,-4.242366245723707,11.247377109029026,-0.7454048677916942,-0.6854888259309792,4.253327113010462,6.032072619298006,-0.2951536862804436,-1.868250841802596,-1.1962628125161927,1.0786360645181754,-0.1254164491787046,5.057103150105077
2003-02-15 00:00:00,1.025623648460292,0.0767637850208944,5.043863366020855,-3.071749814938189,3.3437079070032376,11.102566260661206,-3.4655420311676566,12.183129990604623,0.6209596691991967,1.1508163980387294,5.082230132499053,6.9656816852600665,0.5163447160619823,-0.5340594927048451,-0.4961235254098592,1.3603719543144,4.841859915074539,6.829729008691987
2003-03-16 12:00:00,6.668951724146814,3.606782515480758,11.513756923043148,-3.0977567040009557,5.445143635014173,17.17535129310359,-3.7631613016633274,14.322238634427862,0.6359140401989218,3.1341099275583355,6.977949527592505,8.793040977067369,1.1271178631685526,2.3115140579290188,0.6909663204941393,3.004386203045061,8.747500482068654,7.53388792442388
2003-04-16 00:00:00,4.6623214705624365,3.1320035204980536,10.488887341392084,-2.784127934919983,3.863412903646959,14.23155937379005,-1.451653428229542,12.015606266323474,1.170796315686682,3.957910583909144,4.806680164359434,2.6832976103131934,-0.8970316921339406,2.693164561252802,0.0493768235955444,4.259269503894595,11.063757859955835,5.655833110254794
2003-05-11 12:00:00,-1.6383961631604906,1.8711033070532896,7.815067805065026,-1.3008734783385414,6.486758864790034,16.105317606795012,2.010139347443225,10.72868392549034,3.243498297898771,5.995994965506451,4.74661926047894,0.0534953200168761,-1.7771542497553996,1.780955895370644,-1.1368421195141685,5.151930873064237,10.99075407490306,9.237438763497202
2003-07-16 12:00:00,-10.198903293361052,0.1369517844668744,9.115761321713704,-2.9769625303468525,1.85983613097662,9.150574738990976,-2.127148258218765,3.0168794239009165,-0.3495113286503955,-1.1130368951183838,-2.605133294076873,-2.6549061323054235,-3.806284124687679,-6.345889773830625,-4.215155471861388,-4.047473012315562,-7.138366026172532,-2.161974340359416
2003-08-16 12:00:00,-9.690934901111683,-1.1165281054681775,8.302692011310427,-4.741116358295125,-1.011346855346512,6.578622593524754,-8.678234100237775,-2.6048301697110583,-4.888666830184047,-5.313168041165338,-6.561460261405272,-6.266390992064189,-3.849186897647237,-8.247611902744628,-4.735114375421069,-8.025373933273181,-13.56110164421882,-5.737686941743408
2003-09-16 00:00:00,-10.424363056581376,-0.0476741827541606,4.828296424502417,-8.231064731171914,-1.1741110006144693,4.375478589982066,-10.38635820270548,-3.2272715089776542,-7.484566460920818,-6.540288539024942,-4.938665987135883,-5.005345283743101,-2.8102094104968605,-8.320954329959058,-4.377828910653994,-8.207523028902214,-14.70216271156638,-7.831889190606397
